,gene,f_val,p_val,significance
0,ENSMUSG00000000001,5.579856115107913,0.061425632866321314,0
1,ENSMUSG00000000003,5.579856115107913,0.061425632866321314,0
2,ENSMUSG00000000028,5.579856115107913,0.061425632866321314,0
3,ENSMUSG00000000031,5.579856115107913,0.061425632866321314,0
4,ENSMUSG00000000037,5.579856115107913,0.061425632866321314,0
5,ENSMUSG00000000049,5.579856115107913,0.061425632866321314,0
6,ENSMUSG00000000056,5.579856115107913,0.061425632866321314,0
7,ENSMUSG00000000058,5.579856115107913,0.061425632866321314,0
8,ENSMUSG00000000078,5.579856115107913,0.061425632866321314,0
9,ENSMUSG00000000085,5.579856115107913,0.061425632866321314,0
10,ENSMUSG00000000088,5.579856115107913,0.061425632866321314,0
11,ENSMUSG00000000093,5.579856115107913,0.061425632866321314,0
12,ENSMUSG00000000094,5.579856115107913,0.061425632866321314,0
13,ENSMUSG00000000103,5.579856115107913,0.061425632866321314,0
14,ENSMUSG00000000120,5.579856115107913,0.061425632866321314,0
15,ENSMUSG00000000125,5.579856115107913,0.061425632866321314,0
16,ENSMUSG00000000126,5.579856115107913,0.061425632866321314,0
17,ENSMUSG00000000127,5.579856115107913,0.061425632866321314,0
18,ENSMUSG00000000131,5.579856115107913,0.061425632866321314,0
19,ENSMUSG00000000134,5.579856115107913,0.061425632866321314,0
20,ENSMUSG00000000142,5.579856115107913,0.061425632866321314,0
21,ENSMUSG00000000148,5.579856115107913,0.061425632866321314,0
22,ENSMUSG00000000149,5.579856115107913,0.061425632866321314,0
23,ENSMUSG00000000154,5.579856115107913,0.061425632866321314,0
24,ENSMUSG00000000157,5.579856115107913,0.061425632866321314,0
25,ENSMUSG00000000159,5.579856115107913,0.061425632866321314,0
26,ENSMUSG00000000167,5.579856115107913,0.061425632866321314,0
27,ENSMUSG00000000168,5.579856115107913,0.061425632866321314,0
28,ENSMUSG00000000171,5.579856115107913,0.061425632866321314,0
29,ENSMUSG00000000182,5.579856115107913,0.061425632866321314,0
30,ENSMUSG00000000183,5.579856115107913,0.061425632866321314,0
31,ENSMUSG00000000184,5.579856115107913,0.061425632866321314,0
32,ENSMUSG00000000194,5.579856115107913,0.061425632866321314,0
33,ENSMUSG00000000197,5.579856115107913,0.061425632866321314,0
34,ENSMUSG00000000202,5.579856115107913,0.061425632866321314,0
35,ENSMUSG00000000204,5.579856115107913,0.061425632866321314,0
36,ENSMUSG00000000214,5.579856115107913,0.061425632866321314,0
37,ENSMUSG00000000215,5.579856115107913,0.061425632866321314,0
38,ENSMUSG00000000216,5.579856115107913,0.061425632866321314,0
39,ENSMUSG00000000223,5.579856115107913,0.061425632866321314,0
40,ENSMUSG00000000244,5.579856115107913,0.061425632866321314,0
41,ENSMUSG00000000247,5.579856115107913,0.061425632866321314,0
42,ENSMUSG00000000248,5.579856115107913,0.061425632866321314,0
43,ENSMUSG00000000253,5.579856115107913,0.061425632866321314,0
44,ENSMUSG00000000263,5.579856115107913,0.061425632866321314,0
45,ENSMUSG00000000266,5.579856115107913,0.061425632866321314,0
46,ENSMUSG00000000275,5.579856115107913,0.061425632866321314,0
47,ENSMUSG00000000276,5.579856115107913,0.061425632866321314,0
48,ENSMUSG00000000278,5.579856115107913,0.061425632866321314,0
49,ENSMUSG00000000282,5.579856115107913,0.061425632866321314,0
50,ENSMUSG00000000290,5.579856115107913,0.061425632866321314,0
51,ENSMUSG00000000295,5.579856115107913,0.061425632866321314,0
52,ENSMUSG00000000296,5.579856115107913,0.061425632866321314,0
53,ENSMUSG00000000301,5.579856115107913,0.061425632866321314,0
54,ENSMUSG00000000303,5.579856115107913,0.061425632866321314,0
55,ENSMUSG00000000305,5.579856115107913,0.061425632866321314,0
56,ENSMUSG00000000308,5.579856115107913,0.061425632866321314,0
57,ENSMUSG00000000317,5.579856115107913,0.061425632866321314,0
58,ENSMUSG00000000318,5.579856115107913,0.061425632866321314,0
59,ENSMUSG00000000320,5.579856115107913,0.061425632866321314,0
60,ENSMUSG00000000325,5.579856115107913,0.061425632866321314,0
61,ENSMUSG00000000326,5.579856115107913,0.061425632866321314,0
62,ENSMUSG00000000339,5.579856115107913,0.061425632866321314,0
63,ENSMUSG00000000340,5.579856115107913,0.061425632866321314,0
64,ENSMUSG00000000346,5.579856115107913,0.061425632866321314,0
65,ENSMUSG00000000355,5.579856115107913,0.061425632866321314,0
66,ENSMUSG00000000359,5.579856115107913,0.061425632866321314,0
67,ENSMUSG00000000365,5.579856115107913,0.061425632866321314,0
68,ENSMUSG00000000374,5.579856115107913,0.061425632866321314,0
69,ENSMUSG00000000378,5.579856115107913,0.061425632866321314,0
70,ENSMUSG00000000381,5.579856115107913,0.061425632866321314,0
71,ENSMUSG00000000384,5.579856115107913,0.061425632866321314,0
72,ENSMUSG00000000385,5.579856115107913,0.061425632866321314,0
73,ENSMUSG00000000386,5.579856115107913,0.061425632866321314,0
74,ENSMUSG00000000392,5.579856115107913,0.061425632866321314,0
75,ENSMUSG00000000394,5.579856115107913,0.061425632866321314,0
76,ENSMUSG00000000399,5.579856115107913,0.061425632866321314,0
77,ENSMUSG00000000402,5.579856115107913,0.061425632866321314,0
78,ENSMUSG00000000409,5.579856115107913,0.061425632866321314,0
79,ENSMUSG00000000411,5.579856115107913,0.061425632866321314,0
80,ENSMUSG00000000416,5.579856115107913,0.061425632866321314,0
81,ENSMUSG00000000420,5.579856115107913,0.061425632866321314,0
82,ENSMUSG00000000435,5.579856115107913,0.061425632866321314,0
83,ENSMUSG00000000439,5.579856115107913,0.061425632866321314,0
84,ENSMUSG00000000440,5.579856115107913,0.061425632866321314,0
85,ENSMUSG00000000441,5.579856115107913,0.061425632866321314,0
86,ENSMUSG00000000486,5.579856115107913,0.061425632866321314,0
87,ENSMUSG00000000489,5.579856115107913,0.061425632866321314,0
88,ENSMUSG00000000530,5.579856115107913,0.061425632866321314,0
89,ENSMUSG00000000531,5.579856115107913,0.061425632866321314,0
90,ENSMUSG00000000532,5.579856115107913,0.061425632866321314,0
91,ENSMUSG00000000538,5.579856115107913,0.061425632866321314,0
92,ENSMUSG00000000544,5.579856115107913,0.061425632866321314,0
93,ENSMUSG00000000552,5.579856115107913,0.061425632866321314,0
94,ENSMUSG00000000555,5.579856115107913,0.061425632866321314,0
95,ENSMUSG00000000560,5.579856115107913,0.061425632866321314,0
96,ENSMUSG00000000561,5.579856115107913,0.061425632866321314,0
97,ENSMUSG00000000562,5.579856115107913,0.061425632866321314,0
98,ENSMUSG00000000563,5.579856115107913,0.061425632866321314,0
99,ENSMUSG00000000567,5.579856115107913,0.061425632866321314,0
100,ENSMUSG00000000568,5.579856115107913,0.061425632866321314,0
101,ENSMUSG00000000579,5.579856115107913,0.061425632866321314,0
102,ENSMUSG00000000581,5.579856115107913,0.061425632866321314,0
103,ENSMUSG00000000594,5.579856115107913,0.061425632866321314,0
104,ENSMUSG00000000600,5.579856115107913,0.061425632866321314,0
105,ENSMUSG00000000605,5.579856115107913,0.061425632866321314,0
106,ENSMUSG00000000606,5.579856115107913,0.061425632866321314,0
107,ENSMUSG00000000617,5.579856115107913,0.061425632866321314,0
108,ENSMUSG00000000627,5.579856115107913,0.061425632866321314,0
109,ENSMUSG00000000628,5.579856115107913,0.061425632866321314,0
110,ENSMUSG00000000631,5.579856115107913,0.061425632866321314,0
111,ENSMUSG00000000632,5.579856115107913,0.061425632866321314,0
112,ENSMUSG00000000673,5.579856115107913,0.061425632866321314,0
113,ENSMUSG00000000682,5.579856115107913,0.061425632866321314,0
114,ENSMUSG00000000686,5.579856115107913,0.061425632866321314,0
115,ENSMUSG00000000690,5.579856115107913,0.061425632866321314,0
116,ENSMUSG00000000693,5.579856115107913,0.061425632866321314,0
117,ENSMUSG00000000701,5.579856115107913,0.061425632866321314,0
118,ENSMUSG00000000706,5.579856115107913,0.061425632866321314,0
119,ENSMUSG00000000708,5.579856115107913,0.061425632866321314,0
120,ENSMUSG00000000711,5.579856115107913,0.061425632866321314,0
121,ENSMUSG00000000724,5.579856115107913,0.061425632866321314,0
122,ENSMUSG00000000730,5.579856115107913,0.061425632866321314,0
123,ENSMUSG00000000731,5.579856115107913,0.061425632866321314,0
124,ENSMUSG00000000732,5.579856115107913,0.061425632866321314,0
125,ENSMUSG00000000738,5.579856115107913,0.061425632866321314,0
126,ENSMUSG00000000739,5.579856115107913,0.061425632866321314,0
127,ENSMUSG00000000740,5.579856115107913,0.061425632866321314,0
128,ENSMUSG00000000743,5.579856115107913,0.061425632866321314,0
129,ENSMUSG00000000751,5.579856115107913,0.061425632866321314,0
130,ENSMUSG00000000753,5.579856115107913,0.061425632866321314,0
131,ENSMUSG00000000759,5.579856115107913,0.061425632866321314,0
132,ENSMUSG00000000766,5.579856115107913,0.061425632866321314,0
133,ENSMUSG00000000776,5.579856115107913,0.061425632866321314,0
134,ENSMUSG00000000782,5.579856115107913,0.061425632866321314,0
